"","Mov10_kd_2","Mov10_kd_3","Mov10_oe_1","Mov10_oe_2","Mov10_oe_3","Irrel_kd_1","Irrel_kd_2","Irrel_kd_3"
"CACNG6",36.9930953555541,33.1058976823781,88.3658446747959,98.2806058266952,91.9891105439643,37.4280267951369,57.1730321883733,40.168435254191
"CACNG7",3.82687193333318,7.47552528311764,12.5046006615277,16.9757410064292,12.2652147391952,12.4760089317123,9.35558708537017,18.7452697852891
"CACNG8",839.998389366633,869.296797208251,1013.70629362785,968.510697419432,878.496005694859,867.973764249128,875.267147320188,1006.88877703839
"CACYBP",2284.00473221102,2212.75548380282,2419.22340798356,2337.2914985694,2371.78590019188,2203.79786343747,2338.89677134254,2132.94391199754
"CAD",5539.39712349978,5255.2942740317,3226.18697067415,3210.20197032105,2891.52437476528,3823.89673756982,3873.21305334325,4007.47089052645
"CADM1",4438.5336306776,4580.36113418451,3647.17519294558,3298.65451556508,3779.21929151453,3855.97790339422,3549.92554405991,3562.94020704674
"CADM2",29.9771634777766,25.6303723992605,38.347442028685,49.1403029133476,41.3950997447839,39.2103137853815,27.0272515799583,49.5410701468356
"CADM4",319.54380643332,398.33870437184,576.045270474377,548.584472523553,479.876526671014,533.794953578262,467.779354268509,552.985458666029
"CADPS2",715.625051533304,722.990088095806,661.076554972765,685.283860627956,769.642224884501,689.745065224666,665.286192737435,645.372859750668
"CAGE1",22.3234196111102,17.0869149328403,20.8410011025462,16.0822809534592,13.7983665815946,7.12914796097846,7.27656773306569,13.3894784180637
"CAHM",60.592138944442,49.1248804319159,87.532204630694,93.8133055618454,87.3896550167661,50.7951792219715,57.1730321883733,60.2526528812865
"CALCB",216.218264233325,248.828198709487,353.463378699183,366.318621717682,371.022745860656,358.239685039168,309.773883493368,286.534838146562
"CALCOCO1",878.267108699964,847.938153542201,982.861611996079,1006.92947969714,933.689472021238,877.776342695473,869.030089263274,803.36870508382
"CALCOCO2",2266.14599652213,2340.90734579912,2459.23813010045,2497.22084805103,2578.7613989158,2662.73676342546,2696.48809993891,2598.89776094616
"CALCR",14.031863755555,4.27172873321008,14.1718807497314,13.4019007945493,10.7320628967958,8.91143495122308,4.15803870460897,10.7115827344509
"CALCRL",33.8040354111097,27.7662367658655,47.5174825138053,58.9683634960171,58.2597700111774,39.2103137853815,39.5013676937852,50.8800179886419
"CALD1",3492.02063916653,3668.34704964416,3609.661390961,3454.11656478185,3768.48722861774,3733.00010106735,3921.03049844626,3805.28976641369
"CALHM2",82.2777465666633,79.0269815643865,117.543246218361,144.740528581133,121.118995549553,117.630941356145,123.701651462117,109.793723028122
"CALM1",6473.15387523307,6022.06958164291,5201.08023515143,4964.95751435405,5036.40380228205,5698.86265130716,5674.68332211509,5529.85458666029
"CALM2",5707.77948856644,5617.32328417126,6355.67169623249,5982.60851468682,6374.84536069673,7119.34538253212,6775.52406916031,6859.42979357401
"CALM3",10365.7204434218,10317.2928228856,11710.9753395428,12178.7539820335,10160.1972595809,14782.2882970888,14609.2689886436,15018.977941542
"CALML4",221.958572133324,269.118910192235,398.479941080683,402.05702383648,380.221656915053,285.165918439138,303.536825436455,317.330638508109
"CALR",15733.5461419105,15282.1095430591,10267.1107831584,9401.88013740285,9327.69580915798,11034.1387566044,10066.6117038583,10356.7615563722
"CALR3",16.5831117111104,17.0869149328403,6.66912035281478,12.5084407415794,4.59945552719822,11.58486543659,8.31607740921793,9.37263489264456
"CALU",4675.16187855537,5063.06648103725,6687.46043378502,6439.16660175447,7259.47397376118,6695.1610788539,6646.62486931743,6461.76228455752
"CAMK1",1058.13008956662,1108.51360626802,1062.05741618575,1135.58772732481,899.960131488451,1139.77253026143,1032.23310841918,1152.83409179528
"CAMK1D",234.714811911102,279.79823202526,364.300699272507,372.572842088472,355.691227436662,312.79136678793,328.485057664108,314.652742824496
"CAMK2B",109.065850099996,149.510505662353,144.21972762962,139.379768263313,130.317906603949,85.5497755317415,109.148515995985,92.3874010846393
"CAMK2D",1264.14336197773,1300.74139926247,1348.82959135679,1426.85570459302,1540.8176016114,1277.00862851027,1343.0465015887,1270.66150187424
"CAMK2G",1118.72222851107,1082.88323386876,1011.20537349554,1076.6193638288,967.418812554025,1039.96445880773,1032.23310841918,1080.53090833774
"CAMK2N1",652.481664633307,710.174901896176,847.811924851579,897.927353234806,814.103628314084,616.671298624637,636.179921805172,669.473920903183
"CAMK2N2",68.2458828111083,82.230778114294,75.0276039691663,80.411404767296,72.058136592772,63.2711881536838,65.4891095975912,64.2694964067056
"CAMK4",141.594261533328,152.71430221226,220.080971642888,209.06965239497,205.44234688152,277.145626983038,256.758890009604,274.484307570305
"CAMKK1",531.297386744423,542.50954911768,447.664703682692,465.492687597347,443.080882453428,455.374326007499,440.75210268855,573.069676293125
"CAMKK2",1432.52572704439,1461.99915894115,1356.33235175371,1384.86308210343,1369.10459526267,1432.95874015667,1361.75767575944,1522.38369613384
"CAMKMT",148.610193411105,160.189827495378,184.234449746508,161.716269587562,127.251602919151,134.562667763468,135.136257899791,115.149514395347
"CAMKV",197.083904566659,259.507520542512,248.424733142351,247.488434672678,220.773865305514,274.472196497671,280.667612561105,348.126438869655
"CAMLG",1871.97818738881,1841.11508401354,1906.53478086093,1951.31675568638,2170.94300883756,1729.7095240324,1782.75909460109,1798.20695154595
"CAMSAP1",1882.82099119992,1877.42477824583,1784.82333442206,1649.32725778254,1750.85940402012,2171.71669761306,2217.27413923273,2237.38184365844
"CAMSAP2",2446.00897738879,2395.37188714755,2333.35848344107,2041.55622103635,2397.84948151267,2357.0745445985,2373.20059065557,2301.65134006514
"CAMSAP3",658.221972533307,622.604462865369,708.594037486571,808.58134793781,630.125407226156,716.479370078335,791.066863551856,785.962383140337
"CAMTA1",2109.88205924436,2065.38084250707,2129.95031268022,2225.60899194816,1859.71318483048,2062.99719120814,1990.66102983154,2004.40491918413
"CAMTA2",1408.28887146661,1472.67848077417,1470.54103779566,1631.45805672314,1395.16817658346,1704.75750616897,1665.29450119589,1804.90169075498
"CAND1",9237.4310350774,8940.7282386087,7978.76886209879,7597.9842904565,8711.36876851342,9292.84436713542,9413.7996272347,8754.04098973002
"CAND2",841.27401334441,813.76432367652,986.196172172486,1000.67525932635,956.686749657229,894.708069102797,996.88977943,1012.24456840561
"CANT1",2452.38709727768,2371.8773791149,1678.95104882112,1671.66375910679,1582.21270135619,2061.2149042179,1975.06838468926,1886.57750910517
"CANX",18472.3108221993,20575.8493756897,22603.3161557775,20452.1940725353,22955.8825362463,21799.1521776819,21234.0641547618,21435.2159994781
"CAP1",4559.71790856648,4162.79965051322,3488.78358456623,3404.9762618685,3379.06666064829,4775.63799036045,4537.45973640453,4430.57840853727
"CAP2",421.593724655538,430.376669870916,524.359587740062,501.231089716145,545.802055894188,351.110537078189,382.539560824025,393.650665491072
"CAPG",75.8996266777747,100.385625230437,92.5340448953051,86.6656251380857,93.5222623863637,57.0331836878277,74.8446966829614,44.1852787796101
"CAPN1",1230.97713855551,1311.42072109549,1317.15126968092,1411.66688369253,1238.78668865872,1521.18194617378,1566.54108196143,1514.350009083
"CAPN10",505.14709519998,467.754296286504,415.986382006822,476.214208232986,390.953719811848,581.916702314867,546.782089656079,563.69704140048
"CAPN12",10.8428038111107,19.2227792994454,55.8538829548238,53.6076031781974,47.5277071143816,24.0608743683023,10.3950967615224,22.7621133107082
"CAPN13",2.55124795555545,1.06793218330252,4.16820022050924,7.14768042375965,1.53315184239941,11.58486543659,13.5136257899791,13.3894784180637
"CAPN14",12.1184277888884,9.61138964972268,16.672800882037,12.5084407415794,12.2652147391952,11.58486543659,10.3950967615224,10.7115827344509
"CAPN2",4097.94202861095,4088.04439768205,3572.14758897642,3525.59336901945,3569.17748910582,3013.84730050364,3098.77834460983,3098.32530593993
"CAPN3",48.4737111555536,50.1928126152184,24.1755612789536,23.2299613772189,16.8646702663935,43.6660312609931,44.6989160745464,34.8126438869655
"CAPN5",224.50982008888,214.654368843807,270.099374288999,265.357635732077,254.503205838301,301.20650135134,295.220748027237,302.602212248239
"CAPN6",15.9452997222216,8.54345746642016,21.674641146648,21.4430412712789,16.8646702663935,38.3191702902592,47.8174451030031,26.7789568361273
"CAPN7",2721.54375658878,2734.97432143775,1934.87854236039,1886.98763187255,2149.47888304397,2256.37532964968,2411.6624486732,2221.31446955676
"CAPNS1",3726.09763908874,3845.62379207237,3203.6786894834,3426.41930313978,2943.65153740686,3727.65324009661,3787.97325989877,3621.85391208622
"CAPRIN1",14774.9147226105,14127.674852909,11719.3117399838,11245.9816867328,12004.5789259873,13769.0581431348,14018.8274925891,13413.5794792162
"CAPRIN2",663.324468444418,705.903173162966,959.519690761227,913.116174135295,959.753053342028,751.233966388105,848.239895740229,890.400314801234
"CAPS",20.4099836444436,24.562440215958,31.6783216758702,44.6730026484978,27.5967331631893,31.1900223292808,25.987741903806,32.1347482033528
"CAPS2",22.3234196111102,24.562440215958,54.1866028666201,59.861823548987,59.7929218535768,49.0128922317269,51.9754838076121,41.5073830959974
"CAPZA1",6140.85382902197,6051.97168277538,4870.12513764299,4665.64839660911,5358.36568918592,5678.36635091934,5646.61656085898,5478.97456867165
"CAPZA2",2263.59474856658,2319.54870213307,2111.61023170998,1886.09417181958,2204.67234937034,2407.86972382047,2330.58069393333,2257.46606128553
"CAPZB",5070.60531166646,4780.06445246208,4375.7765914906,4261.80445266669,4176.30561869598,5365.57498413141,5253.68190327343,5339.72399312379
"CARD10",193.894844622214,228.537487226739,370.969819625322,402.05702383648,323.495038746274,366.259976495268,380.46054147172,386.95592628204
"CARD6",177.311732911104,170.869149328403,200.907250628545,182.265850805871,216.174409778316,206.745290868375,233.889677134254,235.65482015792
"CARD8",1381.50076793328,1356.2738727942,1317.98490972502,1254.41791436982,1349.17362131148,1199.47914443463,1316.01925000874,1218.44253604379
"CARD9",54.2140190555534,40.5814229654958,15.8391608379351,7.14768042375965,12.2652147391952,21.3874438829354,20.7901935230448,32.1347482033528
"CARHSP1",1188.24373529995,1160.84228324984,1418.02171501724,1308.91897760099,1228.05462576192,1629.01030908358,1606.04244965521,1480.87631303784
"CARKD",870.613364833298,929.100999473192,841.142804498764,903.288113552625,901.49328333085,948.176678810135,951.151353679301,972.076133151422
"CARM1",3445.46036397764,3165.35099130867,2478.41185111479,2826.90760759694,2131.08106093517,3066.42476671586,3066.55354464911,3103.68109730716
"CARS",1466.3297624555,1487.62953134041,1859.85093839122,1846.7819294889,1718.66321532973,1403.55100481763,1382.54786928248,1395.18365116223
"CARS2",871.251176822187,819.103984593033,611.058152326654,635.250097661639,573.398789057377,874.211768714984,879.425186024797,854.248723072462
"CASC1",12.1184277888884,7.47552528311764,19.1737210143425,13.4019007945493,27.5967331631893,16.0405829122015,14.5531354661314,21.4231654689019
"CASC2",42.095591266665,48.0569482486134,65.857563484046,55.3945232841373,64.392377380775,62.3800446585615,49.8964644553076,68.2863399321247
"CASC3",6691.92338742195,6369.14754121623,4570.84836181043,4701.38679872791,4562.65988298063,5521.52509577782,5400.2527676109,5413.36612442314
"CASC4",1036.4444819444,1035.89421780344,1109.57489869956,1054.28286250455,1177.46061496274,1207.49943589073,1096.68270834061,1136.7667176936
"CASC5",1571.56874062216,1554.90925888847,1473.87559797207,1305.34513738911,1643.53877505216,1508.70593724207,1585.25225613217,1459.45314756894
"CASD1",693.939443911083,692.020054780033,585.215310959497,574.494814059682,668.454203286141,604.195289692925,651.772566947456,585.120206869382
"CASK",1458.67601858883,1443.84431182501,1473.04195792797,1459.91372655291,1505.55510923622,1820.60616053487,1828.49752035179,1760.71641197537
"CASKIN1",390.978749188873,401.542500921747,467.672064741137,544.117172258703,412.41784560544,401.905716300161,417.882889813201,440.513839954294
"CASKIN2",875.07804875552,831.919170792663,725.266838368608,752.293364600703,691.451480922132,709.350222117357,731.814812011178,741.777104360727
"CASP10",341.229414055542,337.466569923596,381.807140198646,337.727900022643,371.022745860656,353.783967563556,402.290244670918,404.362248225523
"CASP2",3208.19430411098,3031.85946839585,2960.25579660566,3010.06691845578,2702.94669815015,3561.00940650874,3413.74977648396,3350.04750019953
"CASP3",2275.07536436657,2013.05216552525,1865.68641869994,1765.47706466863,2025.29358380961,2232.31445528138,2201.68149409045,2119.55443357948
"CASP4",17.2209236999993,9.61138964972268,22.5082811907499,25.9103415361287,19.9309739511923,16.9317264073238,11.4346064376747,17.4063219434828
"CASP6",483.461487577758,524.354702001537,490.180345931887,480.681508497836,516.6721708886,485.673204841658,456.344747830834,468.631744632228
"CASP7",1028.79073807774,1003.85625230437,1370.50423250344,1233.86833315151,1344.57416578428,945.503248324768,788.987844199551,877.01083638317
"CASP8",787.059994288857,818.03605240973,757.77880008858,737.104543700214,732.846580666916,810.9405805613,807.699018370292,781.945539614918
"CASP8AP2",2805.09712713322,2828.95235356838,3031.94884039842,2775.08692452468,3354.5362311699,2867.69976730359,2986.51129958539,2790.36730232447
"CASP9",595.078585633309,585.226836449781,551.036069151321,588.790174907201,505.940107991804,653.208181924652,626.824334719802,594.492841762027
"CASQ1",5.74030789999977,6.40759309981512,10.837320573324,9.82806058266952,15.3315184239941,9.80257844634538,7.27656773306569,17.4063219434828
"CASS4",40.1821552999984,33.1058976823781,42.5156422491942,27.6972616420686,33.7293405327869,20.4963003878131,24.9482322276538,14.72842625987
"CAST",3739.4916908554,3844.55585988907,4279.90798641889,4173.35190742266,4619.38650114941,4362.1474086237,4326.43927214563,4268.5657196787
"CASZ1",748.153462966636,809.49259494331,528.527787960571,608.44629607254,521.271626415798,621.127016100248,610.192179901366,660.101286010539
"CAT",704.144435733305,654.642428364445,801.961722425978,769.269105607132,867.763942798063,627.365020566105,633.061392776715,610.560215863703
"CATSPER2",51.6627710999979,66.2117953647562,74.1939639250645,75.0506444494763,75.1244402775709,49.9040357268492,55.0940128360688,66.9473920903183
"CATSPER2P1",17.8587356888882,34.1738298656806,25.8428413671573,28.5907216950386,32.1961886903875,32.0811658244031,37.4223483414807,22.7621133107082
"CATSPER3",43.3712152444427,30.9700333157731,29.1774015435647,20.549581218309,24.5304294783905,40.9926007756262,30.145780608415,33.4736960451592
"CATSPERB",4.46468392222204,4.27172873321008,16.672800882037,15.1888209004893,6.13260736959762,17.8228699024462,22.8692128753493,12.0505305762573
"CATSPERD",12.7562397777773,11.7472540163277,20.8410011025462,28.5907216950386,13.7983665815946,10.6937219414677,10.3950967615224,9.37263489264456
"CATSPERG",21.6856076222213,20.2907114827479,35.8465218963795,29.4841817480085,35.2624923751863,18.7140133975685,21.8297031991971,10.7115827344509
"CAV1",600.18108154442,578.819243349966,801.128082381876,803.22058761999,797.238958047691,603.304146197802,664.246683061282,602.526528812865
"CAV2",891.661160466631,913.082016723655,1207.11078385948,1234.76179320448,1327.70949551788,949.95896580038,997.929289106152,921.19611516278
"CBFA2T2",824.053089644411,856.481611008621,978.693411775569,897.033893181836,922.957409124442,949.95896580038,974.02056655465,974.754028835035
"CBFA2T3",49.1115231444425,44.8531516987058,48.3511225579072,54.5010632311673,33.7293405327869,35.6457398048923,38.4618580176329,28.1179046779337
"CBFB",2755.98560398878,2617.50178127448,1969.05778416856,1963.82519642796,2095.81856855999,2484.50806440099,2488.58616470847,2233.36500013302
"CBL",1759.72327734437,1925.48172649444,2868.55539175446,2482.92548720351,2509.76956600783,2424.8014502278,2698.56711929122,2641.74409188396
"CBLB",401.183741011095,411.15389057147,430.991902800655,420.819684948849,430.815667714233,372.497980961125,381.500051147873,388.294874123846
"CBLL1",1979.13060152214,1891.30789662876,1703.12661010008,1675.23759931867,1852.04742561848,1803.67443412755,1832.6555590564,1689.75217635963
"CBLN1",56.7652670111088,59.8042022649411,69.1921236604534,67.0095039727467,59.7929218535768,54.3597532024608,55.0940128360688,61.5916007230928
"CBLN3",12.1184277888884,13.8831183829328,18.3400809702407,13.4019007945493,16.8646702663935,21.3874438829354,18.7111741707403,33.4736960451592
"CBR1",1116.8087925444,1081.81530168545,1208.77806394768,1254.41791436982,1134.53236337556,1287.70235045173,1313.94023065643,1263.96676266521
"CBR3",75.8996266777747,87.5704390308066,147.554287806027,163.503189693502,183.978221087929,104.26378892931,106.029986967529,81.6758183501883
"CBR3-AS1",29.9771634777766,29.9021011324706,64.1902833958423,68.7964240786866,67.4586810655738,42.7748877658708,37.4223483414807,37.4905395705783
"CBR4",913.984580077741,962.20689715557,1015.37357371605,984.592978372891,1113.06823758197,793.117710658854,849.279405416381,812.741339976464
"CBS",1055.57884161107,1203.55957058194,1618.92896564579,1650.22071783551,1424.29806158905,1181.65627453218,1193.35710822277,1249.23833640534
"CBWD1",621.866689166641,608.721344482436,475.174825138053,444.049646326068,567.26618168778,626.473877070982,571.730321883733,605.204424496477
"CBWD2",798.540610088857,767.843239794512,566.875229989256,554.838692894343,659.255292231744,815.396298036912,766.118631324202,756.505530620597
"CBWD3",12.7562397777773,7.47552528311764,44.1829223373979,0,7.66575921199703,4.45571747561154,1.03950967615224,1.33894784180637
"CBWD6",82.2777465666633,58.7362700816386,53.3529628225183,38.4187822777081,58.2597700111774,53.4686097073385,58.2125418645255,65.6084442485119
"CBX1",4527.18949713315,4369.97849407391,4240.7269043461,4010.74217778213,4550.39466824143,5058.13047831422,5013.55516808226,4995.61439777955
"CBX2",2960.08544043321,2993.41390979696,2159.12771422379,2257.77355385508,1910.30719562966,2689.47106827912,2502.09979049845,2659.15041382744
"CBX3",4093.47734468872,4106.19924479819,6795.83363951826,6524.93876683959,7144.48758558123,7003.49672816622,6685.08672733507,6303.76643922437
"CBX3P2",9.56717983333295,16.0189827495378,25.8428413671573,23.2299613772189,32.1961886903875,11.58486543659,18.7111741707403,4.0168435254191
"CBX4",2268.0594324888,2039.75047010781,1682.28560899753,1922.72603399135,1697.19908953614,1702.97521917873,1669.4525399005,1604.05951448403
"CBX5",4020.1289659665,4546.18730431883,8185.51159303604,7871.38306666531,8429.26882951193,6098.09493712195,6622.71614676593,6795.16029716731
"CBX6",2558.90169942212,2329.1600917828,1714.7975707175,1758.32938424487,1603.67682714978,1934.67252791053,1880.47300415941,1996.37123213329
"CBX7",231.525751966657,261.643384909117,369.302539537119,338.621360075613,308.16352032228,377.844841931858,380.46054147172,417.751726643586
"CBX8",429.885280511094,449.599449170361,410.150901698109,431.541205584489,404.752086393443,463.3946174636,431.39651560318,459.259109739584
"CBY1",570.841730055532,578.819243349966,600.22083175333,596.831315383931,555.000966948585,515.080940180694,497.925134876924,500.766492835581
"CC2D1A",1738.03766972215,1632.86830826955,1399.681634047,1516.20170989002,1358.37253236587,1707.43093665434,1720.38851403196,1918.71225730852
"CC2D1B",2019.31275682214,1960.72348854343,1393.01251369419,1353.59198024948,1261.78396629471,1611.18743918113,1725.58606241272,1790.17326449511
"CC2D2A",366.741893611096,392.999043455327,324.285977155619,299.309117744935,314.296127691878,335.069954165988,343.03819313024,400.345404700103
"CCAR1",6447.64139567752,6285.84883091863,4625.03496467705,4312.73167568598,4748.17125591096,5368.24841461678,5594.64107705136,5434.78928989204
"CCBE1",296.582574833321,338.534502106899,360.132499051998,387.761662988961,413.950997447839,326.158519214765,346.156722158696,346.787491027849
"CCBL1",138.405201588883,146.306709112445,276.768494641813,299.309117744935,248.370598468704,173.77298154885,156.965961098988,194.147437061923
"CCBL2",1127.01378436662,1168.31780853296,1503.05299951563,1431.32300485787,1482.55783160022,1267.20605006392,1327.45385644641,1308.15204144482
"CCBP2",12.7562397777773,10.6793218330252,19.1737210143425,11.6149806886094,12.2652147391952,7.12914796097846,11.4346064376747,10.7115827344509
"CCDC101",430.523092499983,410.085958388168,302.611336008971,292.161437321176,228.439624517511,371.606837466002,355.512309244067,358.838021604106
"CCDC102A",184.327664788881,160.189827495378,157.557968335249,179.585470646961,151.782032397541,177.337555529339,164.242528832054,168.707428067602
"CCDC102B",15.9452997222216,22.4265758493529,35.0128818522776,38.4187822777081,39.8619479023845,25.8431613585469,20.7901935230448,18.7452697852891
"CCDC103",119.908653911106,104.657353963647,122.545086482972,104.534826197485,78.1907439623697,125.651232812245,132.017728871335,135.233732022443
"CCDC104",760.909702744414,778.522561627537,1000.36805292222,930.091915141724,1019.5459751956,986.495849100394,952.190863355453,1008.22772488019
"CCDC106",840.636201355522,777.454629444235,660.242914928663,710.300742111115,570.332485372579,928.571521917445,890.859792462471,902.450845377491
"CCDC107",139.680825566661,148.44257347905,126.713286703481,130.445167733614,134.917362131148,151.494394170792,147.610374013618,135.233732022443
"CCDC108",11.4806157999995,5.3396609165126,15.0055207938333,11.6149806886094,10.7320628967958,19.6051568926908,14.5531354661314,9.37263489264456
"CCDC109B",695.215067888861,725.125952462411,786.122561588042,809.47480799078,771.175376726901,753.907396873472,741.170399096548,733.743417309889
"CCDC11",35.7174713777763,50.1928126152184,44.1829223373979,42.8860825425579,39.8619479023845,38.3191702902592,41.5803870460897,34.8126438869655
"CCDC110",61.8677629222197,75.8231850144789,97.5358851599162,112.575966674214,111.920084495157,85.5497755317415,95.6348902060062,87.0316097174138
"CCDC111",501.320223266646,439.988059520638,536.030548357488,494.083409292386,513.605867203801,510.625222705082,561.335225122211,563.69704140048
"CCDC112",502.595847244424,512.60744798521,581.047110738988,643.291238138368,703.716695661327,534.686097073385,571.730321883733,526.206501829902
"CCDC113",303.598506711099,292.61341822489,362.633419184304,369.892461929562,357.224379279061,381.409415912348,356.551818920219,366.871708654944
"CCDC114",14.031863755555,18.1548471161428,30.0110415876665,37.5253222247381,22.9972776359911,18.7140133975685,23.9087225515016,26.7789568361273
"CCDC115",521.73020691109,444.259788253848,503.518586637516,479.788048444866,441.547730611029,516.863227170938,512.478270343055,516.833866937257
"CCDC117",4036.07426568873,3950.28114603602,3425.42694121449,3344.22097826654,3590.64161489941,3818.54987659909,3848.2648211156,3528.12756315978
"CCDC12",609.748261377753,645.031038714722,520.191387519553,544.117172258703,490.60858956781,663.901903866119,627.863844395954,652.0675989597
"CCDC120",378.860321399985,366.300738872764,406.816341521702,385.974742883021,348.025468224665,504.387218239226,543.663560627622,511.478075570032
"CCDC121",322.732866377765,291.545486041588,311.781376494091,336.834439969673,371.022745860656,259.322757080591,269.233006123431,279.840098937531
"CCDC122",68.2458828111083,77.959049381084,90.0331247629996,93.8133055618454,113.453236337556,105.154932424432,94.595380529854,69.625287773931
"CCDC124",2261.04350061102,2108.09812983917,1837.34265720047,1794.06778636367,1467.22631317623,2145.87353625452,2147.62699093053,2063.31862422361
"CCDC125",407.561860899984,409.018026204865,532.695988181081,466.386147650317,536.603144839792,459.830043483111,484.411509086945,476.665431683066
"CCDC126",315.716934499987,297.953079141403,459.335664300118,460.131927279527,524.337930100597,388.538563873326,377.342012443264,394.989613332878
"CCDC127",679.269768166639,734.737342112134,795.292602073163,776.416786030892,777.307984096498,738.757957456393,691.273934641241,757.844478462403
"CCDC13",61.8677629222197,53.396609165126,42.5156422491942,48.2468428603776,39.8619479023845,65.9446186390508,71.7261676545047,54.896861514061
"CCDC130",579.771097899977,585.226836449781,596.052631532821,645.971618297278,522.804778258197,593.501567751457,536.386992894557,597.170737445639
"CCDC132",1041.54697785551,1057.25286146949,727.767758500913,669.201579674497,772.7085285693,895.599212597919,908.531456957059,850.231879547043
"CCDC134",200.272964511103,211.450572293899,170.062568996777,195.66775160042,216.174409778316,218.330156304965,214.138993287362,191.46954137831
"CCDC135",5.74030789999977,7.47552528311764,5.83548030871293,3.57384021187982,3.06630368479881,9.80257844634538,10.3950967615224,14.72842625987
"CCDC136",202.18640047777,230.673351593344,369.302539537119,369.892461929562,297.431457425485,232.588452226922,251.561341628842,295.907473039207
"CCDC137",1535.85126924438,1364.81733026062,1142.08686041953,1128.44004690105,947.487838602832,1219.97544482244,1101.88025672138,1089.90354323038
"CCDC138",1067.05945741107,987.837269554831,804.462642558283,757.654124918523,941.355231233235,957.088113761358,959.467431088519,860.943462281493
"CCDC14",3574.29838573319,3869.11830010503,4302.41626760964,4161.73692673405,5019.53913201565,4213.32644493827,4372.17769789633,4326.14047687637
"CCDC140",12.7562397777773,12.8151861996302,8.33640044101848,19.656121165339,6.13260736959762,9.80257844634538,7.27656773306569,14.72842625987
"CCDC141",11.4806157999995,14.9510505662353,24.1755612789536,19.656121165339,22.9972776359911,26.7343048536692,32.2247999607195,30.7958003615464
"CCDC142",1032.61761001107,984.633473004923,709.427677530672,704.046521740325,650.056381177348,884.014347161329,806.65950869414,874.332940699557
"CCDC144A",1.91343596666659,3.20379654990756,13.3382407056296,13.4019007945493,15.3315184239941,2.67343048536692,6.23705805691345,1.33894784180637
"CCDC144B",135.216141644439,153.782234395563,231.751932260314,204.60235213012,225.373320832713,94.4612104829646,151.768412718227,149.962158282313
"CCDC144C",13.3940517666661,12.8151861996302,23.3419212348517,18.7626611123691,13.7983665815946,8.02029145610077,12.4741161138269,18.7452697852891
"CCDC146",62.5055749111086,59.8042022649411,61.6893632635367,62.5422037078969,65.9255292231744,66.8357621341731,66.5286192737435,61.5916007230928
"CCDC147",12.7562397777773,18.1548471161428,30.8446816317684,23.2299613772189,26.0635813207899,13.3671524268346,19.7506838468926,13.3894784180637
"CCDC148",7.65374386666636,13.8831183829328,29.1774015435647,17.8692010593991,18.3978221087929,13.3671524268346,23.9087225515016,16.0673741016764
"CCDC149",9.56717983333295,12.8151861996302,21.674641146648,20.549581218309,21.4641257935917,26.7343048536692,30.145780608415,18.7452697852891
"CCDC15",317.630370466654,305.428604424521,338.45785790535,339.514820128583,372.555897703055,283.383631448894,292.10221899878,286.534838146562
"CCDC150",942.048307588851,951.527575322545,821.13544344032,782.671006401681,835.567754107676,912.530939005243,963.625469793128,982.787715885873
"CCDC151",17.2209236999993,23.4945080326554,31.6783216758702,44.6730026484978,33.7293405327869,41.8837442707485,45.7384257506986,48.2021223050292
"CCDC153",10.8428038111107,16.0189827495378,16.672800882037,23.2299613772189,26.0635813207899,19.6051568926908,25.987741903806,20.0842176270955
"CCDC157",136.491765622217,113.200811430067,110.874125865546,119.723647097974,90.4559587015649,97.1346409683315,111.22753534829,117.82741007896
"CCDC159",70.1593187777749,64.0759309981512,64.1902833958423,72.3702642905664,68.9918329079732,57.0331836878277,65.4891095975912,65.6084442485119
"CCDC160",16.5831117111104,24.562440215958,55.8538829548238,41.099162436618,67.4586810655738,28.5165918439138,21.8297031991971,17.4063219434828
"CCDC162P",33.1662234222209,41.6493551487983,61.6893632635367,58.0749034430471,41.3950997447839,43.6660312609931,62.3705805691345,54.896861514061
"CCDC163P",254.486983566656,261.643384909117,279.269414774119,309.137178327605,242.237991099106,273.581053002548,300.418296407998,325.364325558947
"CCDC164",5.74030789999977,5.3396609165126,15.8391608379351,14.2953608475193,15.3315184239941,5.34686097073385,5.19754838076121,8.0336870508382
"CCDC165",475.169931722203,499.792261785579,468.505704785238,423.500065107759,455.346097192623,496.366926783125,495.846115524619,491.393857942936
"CCDC167",499.40678729998,470.958092836411,504.352226681618,536.076031781973,455.346097192623,442.898317075787,444.910141393159,443.191735637907
"CCDC168",7.01593187777749,10.6793218330252,9.17004048512033,7.14768042375965,12.2652147391952,9.80257844634538,3.11852902845673,10.7115827344509
"CCDC169",27.4259155222211,14.9510505662353,26.6764814112591,24.1234214301888,35.2624923751863,31.1900223292808,22.8692128753493,34.8126438869655
"CCDC17",34.4418473999986,46.9890160653109,35.8465218963795,23.2299613772189,22.9972776359911,35.6457398048923,32.2247999607195,34.8126438869655
"CCDC18",957.355795322183,1022.01109942051,978.693411775569,925.624614876874,1037.9437973044,999.863001527229,1079.01104384603,1041.70142092535
"CCDC19",17.2209236999993,18.1548471161428,30.8446816317684,25.9103415361287,16.8646702663935,22.2785873780577,13.5136257899791,22.7621133107082
"CCDC22",529.383950777756,498.724329602277,427.657342624248,457.451547120617,377.155353230254,474.088339405068,501.04366390538,511.478075570032
